Name,Unique,Type,Cost,Mission/DilemmaType,Span,Points,Quadrant,Affiliation,Icons,Staff,Keywords,Class,Species,Skills,Integrity/Range,Cunning/Weapons,Strength/Shields,Text
Koval Chairman of the Tal Shiar,Y,Personnel,3,,,,,Romulan,[Cmd],,,,Romulan,Biology Exobiology Intelligence Leadership Security Treachery,3,7,5,"While an opponent commands more headquarters missions than you, this personnel cannot be stopped by dilemmas."
Lursa Romulan Conspirator,Y,Personnel,2,,,,,Romulan,[Cmd],,,,Klingon,Anthropology Engineer Law 2 Treachery,2,6,7,"When you other [Rom] personnel present is about to be stopped by a dilemma, this personnel may gain one of his or her skills until the end of that mission attempt. You may do this only once each turn."
Mareth,N,Personnel,2,,,,,Romulan,[Stf],,,,Romulan,Archaeology Engineer Programming Transporters,5,6,5,"When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that."
Parem Special Security,Y,Personnel,2,,,,,Romulan,[Stf],,,,Romulan,Astrometrics Physics Security Treachery,4,5,7,"While this personnel is facing a dilemma, he is attributes +1 for each other dilemma he has faced this turn."
Relam,N,Personnel,2,,,,,Romulan,[Cmd],,,,Romulan,Astrometrics Officer Science Treachery,4,6,6,"When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that."
Sela Devious Schemer,Y,Personnel,3,,,,,Romulan,[Cmd],,,,Human/Romulan,Intelligence Leadership Officer Security 2 Treachery,2,6,5,"While an opponent's Security personnel is at this mission, that opponent must discard a card from hand to use that Security."
Selok Deep Cover Operative,Y,Personnel,2,,,,,Romulan,[Stf],,,,Romulan,Anthropology Intelligence Security Treachery,4,6,5,"While this personnel is at a [Fed] mission, she is an Infiltrator. While this personnel is at your [Fed] mission, you may attempt it."
Setek,N,Personnel,2,,,,,Romulan,,,,,Romulan,Anthropology Exobiology Medical Physics,5,5,6,"When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that."
Tamarith Reformist,Y,Personnel,2,,,,,Romulan,,,Dissident.,,Romulan,Anthropology Biology Honor Medical,6,5,4,"When you complete a [Fed] mission, if this personnel used any of her skills, score 5 points."
Taul,N,Personnel,2,,,,,Romulan,[Stf],,,,Romulan,Biology Geology Navigation Security,5,5,6,"When this personnel is about to be stopped by a dilemma, you may discard an event from hand to prevent that."
Jorem,N,Personnel,2,,,,,Bajoran,[DS9],,,,Bajoran,Exobiology Geology Honor Security,6,5,6,"When you play this personnel, for each Assault event you command, he is cost -1."
Kira Nerys Reformed Collaborator,Y,Personnel,1,,,,,Bajoran,[Cmd][TN],,Dissident.,,Bajoran,Officer Security Treachery,4,6,6,"When you play this personnel, discard a card from hand. While a Cardassian or Vedek is in your discard pile, this personnel is attributes +1, loses Treachery, and gains Honor and Physics."
Odo Wayward Link,Y,Personnel,2,,,,,Bajoran,[Cmd][TN],,Dissident. Shape-shifter.,,Changeling,Law Leadership Programming Security,5,7,8,"When you play this personnel, discard a card from hand. When your Bajoran present is about to be killed by a dilemma, you may stop him or her and this personnel to prevent that."
Porta Advisor to the Emissary,Y,Personnel,2,,,,,Bajoran,,,Vedek.,,Bajoran,Anthropology Archaeology Biology,4,5,4,"When this personnel is facing a dilemma, he may gain a skill from an Anthropology Bajoran in your discard pile until the end of that dilemma. You may do this only once each turn."
Tahna Los Voice of the Kohn-Ma,Y,Personnel,2,,,,,Bajoran,[Stf],,Bajoran Resistance.,,Bajoran,Acquisition Astrometrics Navigation Physics Treachery,3,5,6,This personnel is Integrity -1 and Strength +1 for each non-Bajoran present (limit -3/+3).
Yassim Zealous Protester,Y,Personnel,3,,,,,Bajoran,,,Vedek.,,Bajoran,Anthropology 2 Honor Leadership Medical,8,5,3,"When your [Baj] personnel present is about to be stopped by a dilemma, you may kill this personnel to prevent that."
Yelsar,N,Personnel,2,,,,,Bajoran,[Stf],,,,Bajoran,Acquisition Diplomacy Medical Navigation Transporters,4,5,6,You may play this personnel at your [HQ] {Mouth of the Wormhole}.
Acclimation Drone,N,Personnel,2,,,,,Borg,[Stf],,Drone.,,Borg,Anthropology Engineer Exobiology Medical,5,5,5,"When you play this personnel, for each personnel you command but do not own, this personnel is cost -1."
Allocation Drone,N,Personnel,1,,,,,Borg,[Stf],,Drone. Interlink: Geology.,,Borg,Science,5,5,5,
Appraisal Drone,N,Personnel,1,,,,,Borg,[Stf],,Drone. Interlink: Archaeology.,,Borg,Science,5,5,5,
Archival Drone,N,Personnel,1,,,,,Borg,[Stf],,Drone. Interlink: Anthropology.,,Borg,Science,5,5,5,
Borg Queen Bringer of Order,Y,Personnel,4,,,,,Borg,[Cmd],,,,Borg,3 Leadership Treachery,3,8,6,Order - Discard the top card of your deck to name a skill. Each of your Borg gains that skill. This effect lasts until the end of this turn. You may do this only once each turn.
Borg Queen Guardian of the Hive,Y,Personnel,4,,,,,Borg,[Cmd],,,,Borg,3 Leadership Treachery,4,8,6,"While this personnel is facing a dilemma, you may replace your Drone present with a Drone from your discard pile. Place the Drone you replaced in their owner's discard pile. You may do this only once each dilemma."
Calibration Drone,N,Personnel,2,,,,,Borg,[Stf],,Drone.,,Borg,Archaeology Biology Geology,5,5,5,"Order - Place this personnel in his owner's discard pile to count the number of cards in your hand, shuffle them, place them on the bottom of your deck, and draw an equal number of cards."
Cartography Drone,N,Personnel,1,,,,,Borg,[Stf],,Drone. Interlink: Astrometrics.,,Borg,Engineer,5,5,5,
Computation Drone,N,Personnel,2,,,,,Borg,[Stf],,Drone.,,Borg,Navigation Programming,5,6,5,Each of your other Borg present is Cunning +1.
Continuity Drone,N,Personnel,1,,,,,Borg,[Stf],,Drone. Interlink: Programming.,,Borg,Science,5,5,5,
Evaluation Drone,N,Personnel,1,,,,,Borg,[Stf],,Drone. Interlink: Exobiology.,,Borg,Security,5,5,5,
Guidance Drone,N,Personnel,1,,,,,Borg,[Stf],,Drone. Interlink: Navigation.,,Borg,Engineer,5,5,5,
Information Drone,N,Personnel,2,,,,,Borg,[Stf],,Drone. Interlink: a skill on your non-[Bor] personnel present.,,Borg,Exobiology Science Transporters,5,5,5,
Invasive Drone,N,Personnel,2,,,,,Borg,[Stf],,Drone.,,Borg,Programming Security Transporters,5,5,5,Order - Return this personnel to his owner's hand to place any number of your personnel at this mission aboard a ship at the same mission.
Locutus Voice of the Borg,Y,Personnel,4,,,,,Borg,[Cmd],,Commander: Locutus' Borg Cube.,,Borg,2 Diplomacy 2 Leadership Officer 2 Treachery,1,6,8,"While this personnel is facing a dilemma, if he uses his Diplomacy, Leadership, Officer, or Treachery to meet its requirements, score 10 points."
Negation Drone,N,Personnel,2,,,,,Borg,[Stf],,Drone.,,Borg,Anthropology Security,5,5,5,Order - Kill this personnel and your other Drone present to destroy an opponent's event.
Opposition Drone,N,Personnel,2,,,,,Borg,[Stf],,Drone.,,Borg,Biology Security,5,5,6,Each of your other Borg present is Strength +1.
Preservation Drone,N,Personnel,1,,,,,Borg,[Stf],,Drone. Interlink: Biology.,,Borg,Medical,5,5,5,
Reclamation Drone,N,Personnel,3,,,,,Borg,[Stf],,Drone.,,Borg,Engineer Medical,5,5,5,"When your Borg present is about to be killed by a dilemma, you may stop your other Drone present to place that Borg on top of his or her owner's deck instead."
Research Drone,N,Personnel,1,,,,,Borg,[Stf],,Drone. Interlink: Physics.,,Borg,Medical,5,5,5,
Seven of Nine Part of the Greater Whole,Y,Personnel,3,,,,,Borg,[Stf],,Drone.,,Borg,Astrometrics Engineer Programming Science,5,7,6,Order - Place your Drone present on the bottom of his or her owner's deck to draw a number of cards equal to that Drone's cost.
Seven of Nine Representative of the Hive,Y,Personnel,3,,,,,Borg,[Stf],,Drone.,,Borg,Engineer Exobiology Physics Programming Science,5,7,6,"While this personnel is facing a dilemma, she is Strength +2 and gains Security."
Transwarp Drone,N,Personnel,2,,,,,Borg,[Stf],,Drone.,,Borg,Astrometrics Navigation Physics,5,5,5,"Order - If this personnel is aboard a ship, return him to his owner's hand to make that ship Range +2 until the end of this turn."
Damar Useful Adjutant,Y,Personnel,3,,,,,Cardassian,[Cmd][TN],,Glinn.,,Cardassian,Engineer Officer Physics Security Treachery,3,5,6,"When an opponent is about to draw dilemmas, if this personnel is attempting a mission, you may discard a card from hand to subtract one from the number he or she can draw. You may do this only once each turn."
Davin,N,Personnel,2,,,,,Cardassian,[Cmd][TN],,,,Cardassian,Astrometrics Law Treachery,4,6,6,"When you play this personnel, discard the top card of an opponent's deck."
Dukat Liberator and Protector,Y,Personnel,3,,,,,Cardassian,[Cmd][TN],,Gul.,,Cardassian,Diplomacy Leadership Officer 2 Treachery,2,6,6,"When this personnel uses a skill to complete a mission, each of your opponents discards the top three cards of his or her deck. You may do this only once each turn."
"Elim Garak Plain, Simple Tailor",Y,Personnel,2,,,,,Cardassian,[Stf][DS9],,,,Cardassian,Diplomacy Intelligence Programming Treachery,3,6,6,"When this personnel is about to be killed by a dilemma, you may discard a personnel from hand to take this personnel into your hand instead."
Magren,N,Personnel,1,,,,,Cardassian,[TN],,,,Cardassian,Biology Medical Physics,5,6,5,
Mavek Science Officer,Y,Personnel,2,,,,,Cardassian,[Stf][TN],,,,Cardassian,Biology Geology Navigation Science,6,5,5,"When you play this personnel, if your non-Cardassian is at this mission, you may download an equipment."
Nerot,N,Personnel,2,,,,,Cardassian,[Stf][TN],,Glinn.,,Cardassian,Archaeology Exobiology Security Transporters,5,5,6,"When you play this personnel, for each Punishment event you command, he is cost -1."
Thorel,N,Personnel,1,,,,,Cardassian,[Stf][TN],,,,Cardassian,Archaeology Geology Science,6,5,5,
Tora Ziyal Beloved Daughter,Y,Personnel,0,,,,,Cardassian,[TN],,Dissident.,,Bajoran/Cardassian,Anthropology Geology Honor,6,4,4,"When you play this personnel, discard a card from hand. When this personnel is stopped by a dilemma, you may discard a card from hand to draw a card."
Bashir Founder Nefarious Saboteur,Y,Personnel,4,,,,,Dominion,[Stf],,Founder. Infiltrator. Shape-shifter.,,Changeling,Engineer Exobiology Intelligence Medical Physics 2 Treachery,1,7,6,"When you play an Infiltration card, if this personnel is present with an opponent's personnel, you may draw a card."
Borath Psychological Researcher,Y,Personnel,3,,,,,Dominion,[Cmd],,,,Vorta,Exobiology Intelligence Medical Programming Treachery,4,6,4,"Order - Examine a random card from an opponent's hand. If it is a personnel, draw a card. You may do this only once each turn."
Founder Councilor,N,Personnel,2,,,,,Dominion,,,Founder. Shape-shifter.,,Changeling,Biology Diplomacy Science,4,5,6,"Order - Replace this personnel with a Founder from hand, then place this personnel in her owner's discard pile."
Founder Leader Beguiling Teacher,Y,Personnel,3,,,,,Dominion,[TN],,Founder. Shape-shifter.,,Changeling,Anthropology Exobiology 2 Leadership Science Treachery,3,7,5,"When you play this personnel, each of your other [TN] personnel is Cunning +1 until the end of this turn."
Founder Leader Forbidding Judge,Y,Personnel,3,,,,,Dominion,,,Founder. Shape-shifter.,,Changeling,Biology Diplomacy Law Leadership Medical,4,7,5,"When you play this personnel, you may download a Changeling."
Ikat'ika Honorable Warrior,Y,Personnel,3,,,,,Dominion,[Cmd],,,,Jem'Hadar,Anthropology Biology Honor Leadership Officer,8,5,9,"While this personnel is attempting a mission, you may make him attributes +2 until the end of this mission attempt. If you do this, he is killed at the end of this turn. You may do this only once each turn."
Imat'Korex,N,Personnel,2,,,,,Dominion,[Stf][TN],,,,Jem'Hadar,Biology Honor Programming Security,6,5,8,
Keevan Conniving Liar,Y,Personnel,2,,,,,Dominion,[Cmd],,,,Vorta,Anthropology Diplomacy Exobiology Geology 2 Treachery,2,6,3,"When you play a Jem'Hadar at this mission, you may choose to have each player draw a card."
Kilana Dissembling Envoy,Y,Personnel,2,,,,,Dominion,[Cmd],,,,Vorta,Archaeology Diplomacy Medical Transporters Treachery,4,5,3,Order - Examine a number of cards from the top of your deck equal to the number of your Changelings present. Replace those cards in any order. You may do this only once each turn.
Kira Founder Examiner,Y,Personnel,3,,,,,Dominion,[Cmd],,Founder. Infiltrator. Shape-shifter.,,Changeling,Anthropology Geology Navigation Officer Programming Treachery,3,6,6,"Order - If this personnel is present with an opponent's personnel, discard a card from hand to take an Infiltration event from your discard pile into hand."
Limara'Son Fierce Soldier,Y,Personnel,3,,,,,Dominion,[Stf],,,,Jem'Hadar,Astrometrics Navigation Security Transporters,6,5,8,"Order - Begin combat involving this personnel. If you win, randomly kill an opponent's personnel involved. Place this personnel in his owner's discard pile after combat."
Lovok Founder Puppet Master,Y,Personnel,4,,,,,Dominion,[Cmd],,Founder. Infiltrator. Shape-shifter.,,Changeling,Astrometrics Intelligence Officer Science Transporters 2 Treachery,2,7,7,"When you play an Infiltration card, if this personnel is present with an opponent's personnel, that opponent discards a random card from hand."
Martok Founder Poison of the Empire,Y,Personnel,3,,,,,Dominion,[Cmd],,Founder. Infiltrator. Shape-shifter.,,Changeling,Diplomacy Intelligence Leadership Officer 2 Treachery,2,6,8,"When you play an Assault or Maneuver card, you may discard a card from hand to download an Infiltration card."
Noret'ikar,N,Personnel,2,,,,,Dominion,[Stf][TN],,,,Jem'Hadar,Geology Leadership Officer Transporters,6,5,8,
Odera'Klen,N,Personnel,1,,,,,Dominion,[Stf][TN],,,,Jem'Hadar,Anthropology Security,5,5,8,
Rak'tazan,N,Personnel,1,,,,,Dominion,[Stf][TN],,,,Jem'Hadar,Astrometrics Officer,6,5,8,
Remata'Klan Unit Leader,Y,Personnel,4,,,,,Dominion,[Cmd],,,,Jem'Hadar,Exobiology Honor Leadership Officer Security,7,6,8,"When this personnel is an eligible target for a random selection, you may exclude another [Dom] personnel present from that selection."
